timestamp,price_usd,market_cap_usd,price_change_pct
2025-04-23 20:28:15,93476,1857845638911.334,-0.00035
2025-04-23 20:28:31,93476,1857845638911.334,0.0
2025-04-23 20:29:16,93440,1855378110829.0442,-0.00039
2025-04-23 20:29:31,93440,1855378110829.0442,-0.00039
2025-04-23 20:30:16,93440,1855378110829.0442,0.0
2025-04-23 20:30:32,93419,1855378110829.0442,-0.00022
2025-04-23 20:31:16,93419,1855378110829.0442,-0.00022
2025-04-23 20:31:32,93419,1855378110829.0442,0.0
2025-04-23 20:32:16,93390,1855378110829.0442,-0.00031
2025-04-23 20:32:32,93390,1855378110829.0442,-0.00031
2025-04-23 20:33:17,93392,1854154927332.083,2e-05
2025-04-23 20:33:33,93392,1854154927332.083,2e-05
2025-04-23 20:34:17,93392,1854154927332.083,0.0
2025-04-23 20:34:33,93394,1854154927332.083,2e-05
2025-04-23 20:35:17,93394,1854154927332.083,2e-05
2025-04-23 20:35:33,93394,1854154927332.083,0.0
2025-04-23 20:36:17,93417,1854154927332.083,0.00025
2025-04-23 20:36:34,93417,1854154927332.083,0.00025
2025-04-23 20:37:18,93443,1855257665259.05,0.00028
2025-04-23 20:37:34,93443,1855257665259.05,0.00028
2025-04-23 20:38:18,93443,1855257665259.05,0.0
2025-04-23 20:38:34,93455,1855257665259.05,0.00013
2025-04-23 20:39:18,93455,1855257665259.05,0.00013
2025-04-23 20:39:34,93455,1855257665259.05,0.0
2025-04-23 20:40:18,93481,1855257665259.05,0.00028
2025-04-23 20:40:35,93481,1855257665259.05,0.00028
2025-04-23 20:41:19,93493,1856248180138.6003,0.00013
2025-04-23 20:41:35,93493,1856248180138.6003,0.00013
2025-04-23 20:42:19,93493,1856248180138.6003,0.0
2025-04-23 20:42:35,93501,1856248180138.6003,9e-05
2025-04-23 20:43:19,93501,1856248180138.6003,9e-05
2025-04-23 20:43:36,93562,1856248180138.6003,0.00065
2025-04-23 20:44:19,93562,1856248180138.6003,0.00065
2025-04-23 20:44:36,93562,1856248180138.6003,0.0
2025-04-23 20:45:20,93571,1857857570949.2249,0.0001
2025-04-23 20:45:36,93571,1857857570949.2249,0.0001
2025-04-23 20:46:20,93571,1857857570949.2249,0.0
2025-04-23 20:46:36,93582,1857857570949.2249,0.00012
2025-04-23 20:47:20,93582,1857857570949.2249,0.00012
2025-04-23 20:47:37,93591,1857857570949.2249,0.0001
2025-04-23 20:48:21,93591,1857857570949.2249,0.0001
2025-04-23 20:48:37,93591,1857857570949.2249,0.0
2025-04-23 20:49:21,93620,1857857570949.2249,0.00031
2025-04-23 20:49:37,93620,1857857570949.2249,0.00031
2025-04-23 20:50:21,93620,1857857570949.2249,0.0
2025-04-23 20:50:37,93606,1858837083928.688,-0.00015
2025-04-23 20:51:22,93606,1858837083928.688,-0.00015
2025-04-23 20:51:38,93571,1858837083928.688,-0.00037
2025-04-23 20:52:22,93571,1858837083928.688,-0.00037
2025-04-23 20:52:38,93571,1858837083928.688,0.0
2025-04-23 20:53:22,93534,1857242594878.155,-0.0004
2025-04-23 20:53:38,93534,1857242594878.155,-0.0004
2025-04-23 20:54:22,93534,1857242594878.155,0.0
2025-04-23 20:54:39,93525,1857242594878.155,-0.0001
2025-04-23 20:55:23,93525,1857242594878.155,-0.0001
2025-04-23 20:55:39,93525,1857242594878.155,0.0
2025-04-23 20:56:23,93509,1857242594878.155,-0.00017
2025-04-23 20:56:40,93509,1857242594878.155,-0.00017
2025-04-23 20:57:24,93509,1857242594878.155,0.0
2025-04-23 20:57:40,93498,1856608743127.941,-0.00012
2025-04-23 20:58:24,93498,1856608743127.941,-0.00012
2025-04-23 20:58:40,93498,1856608743127.941,0.0
2025-04-23 20:59:24,93460,1856608743127.941,-0.00041
2025-04-23 20:59:41,93460,1856608743127.941,-0.00041
2025-04-23 21:00:24,93460,1856608743127.941,0.0
2025-04-23 21:00:41,93448,1855549933637.4976,-0.00013
2025-04-23 21:01:25,93448,1855549933637.4976,-0.00013
2025-04-23 21:01:41,93448,1855549933637.4976,0.0
2025-04-23 21:02:25,93433,1855549933637.4976,-0.00016
2025-04-23 21:02:41,93433,1855549933637.4976,-0.00016
2025-04-23 21:03:25,93433,1855549933637.4976,0.0
2025-04-23 21:03:42,93425,1855549933637.4976,-9e-05
2025-04-23 21:04:25,93425,1855549933637.4976,-9e-05
2025-04-23 21:04:42,93425,1855549933637.4976,0.0
2025-04-23 21:05:26,93393,1855549933637.4976,-0.00034
2025-04-23 21:05:42,93393,1855549933637.4976,-0.00034
2025-04-23 21:06:26,93393,1855549933637.4976,0.0
2025-04-23 21:06:43,93401,1854348635227.467,9e-05
2025-04-23 21:07:26,93401,1854348635227.467,9e-05
2025-04-23 21:07:43,93401,1854348635227.467,0.0
2025-04-23 21:08:26,93427,1854348635227.467,0.00028
2025-04-23 21:08:43,93427,1854348635227.467,0.00028
2025-04-23 21:09:27,93437,1854348635227.467,0.00011
2025-04-23 21:09:43,93437,1854348635227.467,0.00011
2025-04-23 21:10:27,93437,1854348635227.467,0.0
2025-04-23 21:10:44,93465,1855212739964.2676,0.0003
2025-04-23 21:11:28,93465,1855212739964.2676,0.0003
