ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,moving_avg_price,volatility_15m
2025-04-23 19:37:14,123582.80296598644,93662.78596633945,93760.47704058891,123582.80296598644,123582.80296598644,-29871.59067349255,-29871.59067349255,-29871.59067349255,-29871.59067349255,-29871.59067349255,-29871.59067349255,0.0,0.0,0.0,93711.21229249389,93718.68169998155,11.92516307410603
2025-04-23 19:37:59,123572.83366798451,93658.85884155115,93757.9145661687,123572.83366798451,123572.83366798451,-29865.648112040268,-29865.648112040268,-29865.648112040268,-29865.648112040268,-29865.648112040268,-29865.648112040268,0.0,0.0,0.0,93707.18555594425,93715.81026183783,11.944088124000217
2025-04-23 19:38:15,123569.28902869493,93653.09168076844,93753.53934705844,123569.28902869493,123569.28902869493,-29863.534857381852,-29863.534857381852,-29863.534857381852,-29863.534857381852,-29863.534857381852,-29863.534857381852,0.0,0.0,0.0,93705.75417131308,93713.30181918167,11.965713414859826
2025-04-23 19:39:00,123559.319730693,93650.62688255827,93753.24836882035,123559.319730693,123559.319730693,-29857.58972755945,-29857.58972755945,-29857.58972755945,-29857.58972755945,-29857.58972755945,-29857.58972755945,0.0,0.0,0.0,93701.73000313355,93710.42037468437,11.987413828035004
2025-04-23 19:39:15,123555.99663135901,93650.08362903637,93752.76229291812,123555.99663135901,123555.99663135901,-29855.6073389721,-29855.6073389721,-29855.6073389721,-29855.6073389721,-29855.6073389721,-29855.6073389721,0.0,0.0,0.0,93700.38929238691,93707.91540944822,12.000039288971672
2025-04-23 19:40:00,123546.02733335708,93647.35947224691,93742.6192426755,123546.02733335708,123546.02733335708,-29849.657506037394,-29849.657506037394,-29849.657506037394,-29849.657506037394,-29849.657506037394,-29849.657506037394,0.0,0.0,0.0,93696.3698273197,93705.0279783284,12.021927651738295
2025-04-23 19:40:15,123542.70423402311,93646.370711236,93740.56904406582,123542.70423402311,123542.70423402311,-29847.67318557146,-29847.67318557146,-29847.67318557146,-29847.67318557146,-29847.67318557146,-29847.67318557146,0.0,0.0,0.0,93695.03104845165,93702.52459872044,12.035630170218482
2025-04-23 19:41:00,123532.73493602118,93642.61477274085,93737.6333029368,123532.73493602118,123532.73493602118,-29841.716446980623,-29841.716446980623,-29841.716446980623,-29841.716446980623,-29841.716446980623,-29841.716446980623,0.0,0.0,0.0,93691.01848904055,93699.63976965567,12.046832056405071
2025-04-23 19:41:16,123529.19029673163,93641.14150556755,93739.40826371915,123529.19029673163,123529.19029673163,-29839.59696014567,-29839.59696014567,-29839.59696014567,-29839.59696014567,-29839.59696014567,-29839.59696014567,0.0,0.0,0.0,93689.59333658595,93697.12659546162,12.059696900929096
2025-04-23 19:42:01,123519.2209987297,93638.27348909409,93732.14262992375,123519.2209987297,123519.2209987297,-29833.63090098518,-29833.63090098518,-29833.63090098518,-29833.63090098518,-29833.63090098518,-29833.63090098518,0.0,0.0,0.0,93685.59009774451,93694.24601352327,12.066740689366604
2025-04-23 19:42:16,123515.89789939571,93636.81275115785,93735.15960075977,123515.89789939571,123515.89789939571,-29831.640415875558,-29831.640415875558,-29831.640415875558,-29831.640415875558,-29831.640415875558,-29831.640415875558,0.0,0.0,0.0,93684.25748352015,93691.74993929279,12.06426755936958
2025-04-23 19:43:01,123505.92860139378,93630.95884805823,93730.54747237756,123505.92860139378,123505.92860139378,-29825.66289295704,-29825.66289295704,-29825.66289295704,-29825.66289295704,-29825.66289295704,-29825.66289295704,0.0,0.0,0.0,93680.26570843674,93688.87514158561,12.06478416210215
2025-04-23 19:43:16,123502.60550205981,93630.278083382,93729.99528731343,123502.60550205981,123502.60550205981,-29823.66820404048,-29823.66820404048,-29823.66820404048,-29823.66820404048,-29823.66820404048,-29823.66820404048,0.0,0.0,0.0,93678.93729801933,93686.38478025698,12.057155955843827
2025-04-23 19:44:01,123492.63620405788,93625.92848801886,93726.40425973426,123492.63620405788,123492.63620405788,-29817.676907706755,-29817.676907706755,-29817.676907706755,-29817.676907706755,-29817.676907706755,-29817.676907706755,0.0,0.0,0.0,93674.95929635112,93683.51738709977,12.04237385682992
2025-04-23 19:44:17,123489.09156476829,93622.75419143654,93724.04504885786,123489.09156476829,123489.09156476829,-29815.543878177978,-29815.543878177978,-29815.543878177978,-29815.543878177978,-29815.543878177978,-29815.543878177978,0.0,0.0,0.0,93673.5476865903,93681.02155817828,12.035849907620857
2025-04-23 19:45:02,123479.12226676635,93624.29467481695,93720.9778227001,123479.12226676635,123479.12226676635,-29809.5361834349,-29809.5361834349,-29809.5361834349,-29809.5361834349,-29809.5361834349,-29809.5361834349,0.0,0.0,0.0,93669.58608333145,93678.16337914194,12.020040090388493
2025-04-23 19:45:17,123475.79916743236,93620.65149823621,93718.95165870756,123475.79916743236,123475.79916743236,-29807.530649147495,-29807.530649147495,-29807.530649147495,-29807.530649147495,-29807.530649147495,-29807.530649147495,0.0,0.0,0.0,93668.26851828487,93675.68886779058,12.002316957715308
2025-04-23 19:46:02,123468.29417016888,93617.42860104372,93716.83769048672,123468.29417016888,123468.29417016888,-29801.504451243552,-29801.504451243552,-29801.504451243552,-29801.504451243552,-29801.504451243552,-29801.504451243552,0.0,0.0,0.0,93666.78971892533,93673.19347284843,11.716585342358904
2025-04-23 19:46:17,123465.79250441438,93618.11781570753,93714.51858582407,123465.79250441438,123465.79250441438,-29799.492355314465,-29799.492355314465,-29799.492355314465,-29799.492355314465,-29799.492355314465,-29799.492355314465,0.0,0.0,0.0,93666.30014909992,93671.19839294317,11.401207042400243
2025-04-23 19:47:02,123458.2875071509,93614.03024245538,93713.4737735699,123458.2875071509,123458.2875071509,-29793.445280840675,-29793.445280840675,-29793.445280840675,-29793.445280840675,-29793.445280840675,-29793.445280840675,0.0,0.0,0.0,93664.84222631023,93669.18481127046,10.85191726928734
2025-04-23 19:47:17,123455.78584139643,93613.25935613096,93712.26470426699,123455.78584139643,123455.78584139643,-29791.42582896367,-29791.42582896367,-29791.42582896367,-29791.42582896367,-29791.42582896367,-29791.42582896367,0.0,0.0,0.0,93664.36001243276,93667.67062785356,10.332095740395644
2025-04-23 19:48:03,123448.11406641595,93615.50259124918,93712.14978677599,123448.11406641595,123448.11406641595,-29785.220390838713,-29785.220390838713,-29785.220390838713,-29785.220390838713,-29785.220390838713,-29785.220390838713,0.0,0.0,0.0,93662.89367557723,93666.14862628026,9.608270410828267
2025-04-23 19:48:18,123445.61240066147,93613.986691339,93710.45670595567,123445.61240066147,123445.61240066147,-29783.19264701329,-29783.19264701329,-29783.19264701329,-29783.19264701329,-29783.19264701329,-29783.19264701329,0.0,0.0,0.0,93662.41975364818,93665.12486489692,8.9648363642159
