ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,moving_avg_price,volatility_15m
2025-04-23 18:24:35,123847.45938754528,93378.66798808353,93476.41701847395,123847.45938754528,123847.45938754528,-30420.82672624808,-30420.82672624808,-30420.82672624808,-30420.82672624808,-30420.82672624808,-30420.82672624808,0.0,0.0,0.0,93426.6326612972,93414.23197241189,8.483712217543935
2025-04-23 18:25:35,123849.9622590425,93380.10556591307,93484.98744244939,123849.9622590425,123849.9622590425,-30418.03048956708,-30418.03048956708,-30418.03048956708,-30418.03048956708,-30418.03048956708,-30418.03048956708,0.0,0.0,0.0,93431.93176947541,93418.19281418303,10.52928486665307
2025-04-23 18:26:36,123855.35173808588,93392.11310368334,93488.77706910935,123855.35173808588,123855.35173808588,-30414.779686461603,-30414.779686461603,-30414.779686461603,-30414.779686461603,-30414.779686461603,-30414.779686461603,0.0,0.0,0.0,93440.57205162427,93423.0266948176,13.092029343921855
2025-04-23 18:27:36,123860.6528650138,93401.32083786784,93501.03947817518,123860.6528650138,123860.6528650138,-30411.199489265822,-30411.199489265822,-30411.199489265822,-30411.199489265822,-30411.199489265822,-30411.199489265822,0.0,0.0,0.0,93449.45337574798,93428.69937032509,15.939298573471614
2025-04-23 18:28:36,123865.9539919417,93409.44113924359,93504.68333556686,123865.9539919417,123865.9539919417,-30407.257753086415,-30407.257753086415,-30407.257753086415,-30407.257753086415,-30407.257753086415,-30407.257753086415,0.0,0.0,0.0,93458.69623885528,93435.19152331675,18.943691765300553
2025-04-23 18:29:37,123871.34347098508,93423.52053595838,93518.79616942491,123871.34347098508,123871.34347098508,-30402.89766906692,-30402.89766906692,-30402.89766906692,-30402.89766906692,-30402.89766906692,-30402.89766906692,0.0,0.0,0.0,93468.44580191816,93442.49746950623,22.047562943439004
2025-04-23 18:30:37,123876.64459791301,93428.36926430977,93529.64312641586,123876.64459791301,123876.64459791301,-30398.279417702342,-30398.279417702342,-30398.279417702342,-30398.279417702342,-30398.279417702342,-30398.279417702342,0.0,0.0,0.0,93478.36518021066,93450.58529701842,25.162256558314205
2025-04-23 18:31:37,123881.94572484092,93435.44741805382,93537.95656231012,123881.94572484092,123881.94572484092,-30393.35088884029,-30393.35088884029,-30393.35088884029,-30393.35088884029,-30393.35088884029,-30393.35088884029,0.0,0.0,0.0,93488.59483600063,93459.43703626176,28.243362824154513
2025-04-23 18:32:38,123887.33520388429,93447.77793065678,93546.48525563008,123887.33520388429,123887.33520388429,-30388.038743721263,-30388.038743721263,-30388.038743721263,-30388.038743721263,-30388.038743721263,-30388.038743721263,0.0,0.0,0.0,93499.29646016302,93469.06056350286,31.274666738271485
2025-04-23 18:32:56,123888.92554196266,93455.7780826284,93553.96317075576,123888.92554196266,123888.92554196266,-30386.415546309123,-30386.415546309123,-30386.415546309123,-30386.415546309123,-30386.415546309123,-30386.415546309123,0.0,0.0,0.0,93502.50999565353,93477.90884122133,33.25138103854387
2025-04-23 18:33:38,123892.6363308122,93464.64980009917,93561.36776169576,123892.6363308122,123892.6363308122,-30382.533038269452,-30382.533038269452,-30382.533038269452,-30382.533038269452,-30382.533038269452,-30382.533038269452,0.0,0.0,0.0,93510.10329254274,93486.57311504915,34.86033661475594
2025-04-23 18:33:57,123894.31502100603,93460.17140122587,93564.84032639509,123894.31502100603,123894.31502100603,-30380.734019894997,-30380.734019894997,-30380.734019894997,-30380.734019894997,-30380.734019894997,-30380.734019894997,0.0,0.0,0.0,93513.58100111103,93494.41379537141,35.65095333909893
2025-04-23 18:34:38,123897.93745774012,93475.15996381866,93571.51653683948,123897.93745774012,123897.93745774012,-30376.764313122472,-30376.764313122472,-30376.764313122472,-30376.764313122472,-30376.764313122472,-30376.764313122472,0.0,0.0,0.0,93521.17314461764,93501.94627289989,36.1339475203844
2025-04-23 18:34:57,123899.61614793395,93478.1657039306,93572.48162307446,123899.61614793395,123899.61614793395,-30374.885115487286,-30374.885115487286,-30374.885115487286,-30374.885115487286,-30374.885115487286,-30374.885115487286,0.0,0.0,0.0,93524.73103244667,93508.56996607648,35.89446707954443
2025-04-23 18:35:38,123903.23858466801,93482.8912186447,93585.59346948689,123903.23858466801,123903.23858466801,-30370.747369464112,-30370.747369464112,-30370.747369464112,-30370.747369464112,-30370.747369464112,-30370.747369464112,0.0,0.0,0.0,93532.4912152039,93514.84087739124,35.3855419624177
2025-04-23 18:35:57,123904.91727486186,93486.73119659003,93581.30520638713,123904.91727486186,123904.91727486186,-30368.79257738213,-30368.79257738213,-30368.79257738213,-30368.79257738213,-30368.79257738213,-30368.79257738213,0.0,0.0,0.0,93536.12469747973,93520.10205415075,34.17663889100263
2025-04-23 18:36:39,123908.6280637114,93497.31046319511,93594.91269195575,123908.6280637114,123908.6280637114,-30364.390478481764,-30364.390478481764,-30364.390478481764,-30364.390478481764,-30364.390478481764,-30364.390478481764,0.0,0.0,0.0,93544.23758522962,93526.0631383759,32.72249042432925
2025-04-23 18:36:57,123910.21840178978,93500.30177421588,93597.97440215715,123910.21840178978,123910.21840178978,-30362.470638325605,-30362.470638325605,-30362.470638325605,-30362.470638325605,-30362.470638325605,-30362.470638325605,0.0,0.0,0.0,93547.74776346417,93531.4409199361,30.9665290493916
2025-04-23 18:37:39,123913.92919063932,93504.5666982487,93602.99235789553,123913.92919063932,123913.92919063932,-30357.916186189086,-30357.916186189086,-30357.916186189086,-30357.916186189086,-30357.916186189086,-30357.916186189086,0.0,0.0,0.0,93556.01300445023,93537.50263469885,29.492163236269185
2025-04-23 18:37:58,123915.60788083315,93511.64072167464,93607.4501500202,123915.60788083315,123915.60788083315,-30355.822376543223,-30355.822376543223,-30355.822376543223,-30355.822376543223,-30355.822376543223,-30355.822376543223,0.0,0.0,0.0,93559.78550428993,93543.0186860806,27.915005227457062
2025-04-23 18:38:39,123919.23031756721,93515.85036929739,93618.03565665692,123919.23031756721,123919.23031756721,-30351.235687276112,-30351.235687276112,-30351.235687276112,-30351.235687276112,-30351.235687276112,-30351.235687276112,0.0,0.0,0.0,93567.9946302911,93549.19920005839,26.88259176522263
2025-04-23 18:38:58,123920.9025512603,93520.28925636335,93618.01180647821,123920.9025512603,123920.9025512603,-30349.07932144027,-30349.07932144027,-30349.07932144027,-30349.07932144027,-30349.07932144027,-30349.07932144027,0.0,0.0,0.0,93571.82322982003,93554.81805928925,25.989258576299036
2025-04-23 18:39:40,123924.59906784503,93533.68195377591,93631.71369302644,123924.59906784503,123924.59906784503,-30344.245925610423,-30344.245925610423,-30344.245925610423,-30344.245925610423,-30344.245925610423,-30344.245925610423,0.0,0.0,0.0,93580.35314223461,93561.13640853995,25.905452550200057
2025-04-23 18:39:58,123926.18328923848,93537.68737555096,93631.7547124201,123926.18328923848,123926.18328923848,-30342.147181002234,-30342.147181002234,-30342.147181002234,-30342.147181002234,-30342.147181002234,-30342.147181002234,0.0,0.0,0.0,93584.03610823625,93566.82191182661,26.132790204702125
2025-04-23 18:40:40,123929.87980582322,93543.84557909575,93642.31233786527,123929.87980582322,123929.87980582322,-30337.188896245294,-30337.188896245294,-30337.188896245294,-30337.188896245294,-30337.188896245294,-30337.188896245294,0.0,0.0,0.0,93592.69090957793,93573.24236127143,26.397836756426
2025-04-23 18:40:58,123931.46402721667,93547.8980836384,93642.66345589566,123931.46402721667,123931.46402721667,-30335.038470969997,-30335.038470969997,-30335.038470969997,-30335.038470969997,-30335.038470969997,-30335.038470969997,0.0,0.0,0.0,93596.42555624667,93579.01558295664,26.598245998288366
2025-04-23 18:41:40,123935.16054380141,93557.23834140695,93654.58074099582,123935.16054380141,123935.16054380141,-30329.963812964223,-30329.963812964223,-30329.963812964223,-30329.963812964223,-30329.963812964223,-30329.963812964223,0.0,0.0,0.0,93605.19673083718,93585.50290103482,26.856417487009413
